id,name,street,adress,pow_teryt,gmina_town,phone,url
point-27084,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Dołhobyczowie,ul. Partyzantów 3,22-540 Dołhobyczów,1424,winnica,Tel: 84 653-23-40,pbs.zamosc.pl
point-26751,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Telatynie,ul. Chopina 12,22-652 Telatyn,1424,winnica,Tel: 84 661-31-46,bstomaszowl.pl
point-27083,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Mirczu,ul. Kryłowska 29,22-530 Mircze,1424,winnica,Tel: 84 651-90-13,pbs.zamosc.pl
point-26788,Bank Spółdzielczy w Werbkowicach Oddział w Horodle,ul. Rynek 15,22-523 Horodło,1424,winnica,Tel: 84 627-45-06,bswerbkowice.pl
point-26750,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Łaszczowie,ul. 3-Maja 13,22-650 Łaszczów,1424,winnica,Tel: 84 661-15-11,bstomaszowl.pl
point-25770,Bank Spółdzielczy w Izbicy Filia w Hrubieszowie,ul. Piłsudskiego 57,22-500 Hrubieszów,1424,winnica,Tel: 84 663-43-33,bsizbica.pl
point-26789,Bank Spółdzielczy w Werbkowicach Punkt Obsługi Klienta w Hrubieszowie,ul. Mickiewicza 1B/2,22-500 Hrubieszów,1424,winnica,Tel: 84 664-13-21,bswerbkowice.pl
point-27081,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Hrubieszowie,ul. Prosta 8,22-500 Hrubieszów,1424,winnica,Tel: 513-066-956,pbs.zamosc.pl
point-25774,Bank Spółdzielczy w Izbicy Oddział w Hrubieszowie,"ul. mjr. H. Dobrzańskiego ""Hubala"" 9",22-500 Hrubieszów,1424,winnica,Tel: 690-456-249,bsizbica.pl
point-26752,Bank Spółdzielczy w Tomaszowie Lubelskim Filia w Tyszowcach,ul. 3 Maja 10,22-630 Tyszowce,1424,winnica,Tel: 84 661-93-13,bstomaszowl.pl
point-26744,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Jarczów,ul. Kopernika 2,22-664 Jarczów,1424,winnica,Tel: 84 663-45-17,bstomaszowl.pl
point-25446,Bank Spółdzielczy w Werbkowicach,ul. Zamojska 1/1,22-550 Werbkowice,1424,winnica,Tel: 84 657-24-05,bswerbkowice.pl
point-26745,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Rachaniach,ul. Cicha 2a,22-640 Rachanie,1424,winnica,Tel: 84 663-22-36,bstomaszowl.pl
point-26084,Bank Spółdzielczy w Lubaczowie Filia w Horyńcu-Zdroju,Aleja Przyjaźni 9A,37-620 Horyniec-Zdrój,1424,winnica,Tel: 16 631-30-23,bslubaczow.pl
point-25542,Bank Spółdzielczy w Białopolu Punkt Kasowy w Teratynie,Teratyn 9A,22-510 Uchanie,1424,winnica,Tel: 84 657-92-16,bsbialopole.pl
point-22950,Bank Spółdzielczy w Tomaszowie Lubelskim,ul. Elizy Orzeszkowej 2,22-600 Tomaszów Lubelski,1424,winnica,Tel: 84 664-44-28,bstomaszowl.pl
point-26748,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Tomaszowie Lubelskim,ul. Elizy Orzeszkowej 2,22-600 Tomaszów Lubelski,1424,winnica,Tel: 84 664-44-28,bstomaszowl.pl
point-26749,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Tomaszowie Lubelskim Filia w Tomaszowie Lubelskim,ul. Lwowska 32,22-600 Tomaszów Lubelski,1424,winnica,Tel: 510-292-839,bstomaszowl.pl
point-26086,Bank Spółdzielczy w Lubaczowie Oddział w Tomaszowie Lubelskim,ul. Matejki 2C,37-600 Tomaszów Lubelski,1424,winnica,Tel: 84 664-17-83,bslubaczow.pl
point-26091,Bank Spółdzielczy w Lubaczowie Filia w Tomaszowie Lubelskim,ul. Żwirki i Wigury 2,22-600 Tomaszow Lubelski,1424,winnica,Tel: 84 664-25-80,bslubaczow.pl
point-24298,Bank Spółdzielczy w Narolu,ul. Kościelna 1,37-610 Narol,1424,winnica,Tel: 16 631-70-10,bsnarol.pl
point-26048,Bank Spółdzielczy w Leśniowicach Oddział w Żmudzi,ul. Kasztanowa 12,22-114 Żmudź,1424,winnica,Tel: 82 568-01-27,bslesniowice.pl
point-23558,Bank Spółdzielczy w Białopolu,ul. Chełmska 1A,22-135 Białopole,1424,winnica,Tel: 82 568-22-53,bsbialopole.pl
point-27074,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Komarowie,ul. Piłsudskiego 2,22-435 Komarów,1424,winnica,Tel: 84 615-31-29,pbs.zamosc.pl
point-26747,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Tomaszowie Lubelskim Filia w Tarnawatce,ul. Lubelska 39,22-604 Tarnawatka,1424,winnica,Tel: 84 662-47-12,bstomaszowl.pl
point-25541,Bank Spółdzielczy w Białopolu Oddział w Uchaniach,ul. Partyzantów 10,22-510 Uchanie,1424,winnica,Tel: 84 657-72-16,bsbialopole.pl
point-26082,Bank Spółdzielczy w Lubaczowie Filia w Wielkich Oczach,ul. Cerkiewna 7,37-627 Wielkie Oczy,1424,winnica,Tel: 16 631-01-06,bslubaczow.pl
point-25089,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Grabowcu,ul. Rynek 2,22-425 Grabowiec,1424,winnica,Tel: 84 664-48-59,pbs.zamosc.pl
point-27080,Powiatowy Bank Spółdzielczy w Zamościu Punkt Obsługi Bankowej w Miączynie,Miączyn 164,22-455 Miączyn,1424,winnica,Tel: 84 627-67-99,pbs.zamosc.pl
point-27075,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Krynicach,ul. Lubelska 108,22-610 Krynice,1424,winnica,Tel: 84 663-02-40,pbs.zamosc.pl
point-27079,Powiatowy Bank Spółdzielczy w Zamościu Punkt Obsługi Bankowej w Łabuniach,ul. Zamojska 24 a,22-437 Łabunie,1424,winnica,Tel: 84 611-39-09,pbs.zamosc.pl
point-26280,Bank Spółdzielczy w Narolu Punkt Kasowy w Rudzie Różaneckiej,Ruda Różanecka 238A,37-613 Ruda Różaneka,1424,winnica,Tel: 16 631-22-10,bsnarol.pl
point-24832,Bank Spółdzielczy w Wojsławicach,ul. Rynek 23,22-120 Wojsławice,1424,winnica,Tel: 82 566-91-01,bswojslawice.pl
point-26281,Bank Spółdzielczy w Narolu Oddział w Lubaczowie,ul. Konery 8,37-600 Lubaczów,1424,winnica,Tel: 502 046 399,bsnarol.pl
point-26047,Bank Spółdzielczy w Leśniowicach Oddział w Dorohusku,ul. Niepodległości 26A,22-175 Dorohusk,1424,winnica,Tel: 82 566-10-48,bslesniowice.pl
point-24100,Bank Spółdzielczy w Lubaczowie,ul. Rynek 28,37-600 Lubaczów,1424,winnica,Tel: 16 632-45-86,bslubaczow.pl
point-26087,Bank Spółdzielczy w Lubaczowie Oddział w Lubaczowie,ul. Rynek 28,37-600 Lubaczów,1424,winnica,Tel: 16 632-11-03,bslubaczow.pl
point-26088,Bank Spółdzielczy w Lubaczowie Filia w Lubaczowie,ul. Mickiewicza 16,37-600 Lubaczów,1424,winnica,Tel: 16 631-04-47,bslubaczow.pl
point-26746,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Suścu,ul. Tomaszowska 4,22-672 Susiec,1424,winnica,Tel: 84 665-48-12,bstomaszowl.pl
point-26085,Bank Spółdzielczy w Lubaczowie Filia w Cieszanowie,ul. Mickiewicza 1,37-611 Cieszanów,1424,winnica,Tel: 16 631-10-17,bslubaczow.pl
point-27076,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Sitnie,Sitno 71,22-424 Sitno,1424,winnica,Tel: 84 611-23-03,pbs.zamosc.pl
point-26742,Bank Spółdzielczy w Tomaszowie Lubelskim Oddział w Krasnobrodzie,ul. Kościuszki 6,22-440 Krasnobród,1424,winnica,Tel: 84 660-72-44,bstomaszowl.pl
point-26914,Bank Spółdzielczy w Żurawicy Oddział w Stubnie,Stubno 69A,37-723 Stubno,1424,winnica,Tel: 16 671-40-26,bszurawica.pl
point-24064,Bank Spółdzielczy w Leśniowicach,Leśniowice 22A,22-122 Leśniowice,1424,winnica,Tel: 82 567-50-25,bslesniowice.pl
point-26916,Bank Spółdzielczy w Żurawicy Filia w  Medyce,Medyka 10,37-732 Medyka,1424,winnica,Tel: 16 671-52-22,bszurawica.pl
point-26083,Bank Spółdzielczy w Lubaczowie Filia w Oleszycach,Rynek 21 A,37-630 Oleszyce,1424,winnica,Tel: 16 631-50-13,bslubaczow.pl
point-27077,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Skierbieszowie,ul. Rynek 1,22-420 Skierbieszów,1424,winnica,Tel: 84 621-38-44,pbs.zamosc.pl
point-26672,Bank Spółdzielczy w Szczebrzeszynie Punkt Kasowy w Zamościu,ul. Kilińskiego 82,22-400 Zamość,1424,winnica,Tel: 84 638-07-20,bsszczebrzeszyn.pl
point-27072,Powiatowy Bank Spółdzielczy w Zamościu,ul. Partyzantów 3A,22-400 Zamość,1424,winnica,Tel: 84 638-14-87,pbs.zamosc.pl
point-27082,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Zamościu,ul. Partyzantów 3A,22-400 Zamość,1424,winnica,Tel: 84 639-13-44,pbs.zamosc.pl
point-26743,Bank Spółdzielczy w Tomaszowie Lubelskim Filia w Adamowie,Adamów 8D,22-442 Adamów,1424,winnica,Tel: 84 618-61-04,bstomaszowl.pl
point-25776,Bank Spółdzielczy w Izbicy Oddział Sadowa w Zamościu,ul. Sadowa 6,22-400 Zamość,1424,winnica,Tel: 84 638-83-00,bsizbica.pl
point-25771,Bank Spółdzielczy w Izbicy Oddział w Zamościu,ul. Piłsudskiego 31,22-400 Zamość,1424,winnica,Tel: 84 627-91-62,bsizbica.pl
point-26915,Bank Spółdzielczy w Żurawicy Oddział w Laszkach,Laszki 37,37-543 Laszki,1424,winnica,Tel: 16 628-50-18,bszurawica.pl
point-26049,Bank Spółdzielczy w Leśniowicach Oddział w Kraśniczynie,ul. Tadeusza Kościuszki 26,22-310 Kraśniczyn,1424,winnica,Tel: 82 577-55-13,bslesniowice.pl
point-27133,Spółdzielczy Bank Powiatowy w Piaskach Oddział Sawin Filia w Rudzie Hucie,ul. Niepodległości 35,22-110 Ruda-Huta,1424,winnica,Tel: 82 568-60-09,sbppiaski.pl
point-27073,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Józefowie,ul. Bartoszewskiego 5,23-460 Józefów,1424,winnica,Tel: 84 687-80-13,pbs.zamosc.pl
point-24928,Bank Spółdzielczy w Żurawicy,ul. Bankowa 4,37-710 Żurawica,1424,winnica,Tel: 16 672-37-80,bszurawica.pl
point-26089,Bank Spółdzielczy w Lubaczowie Oddział w Starym Dzikowie,ul. Tadeusza Kościuszki 73,37-632 Stary Dzików,1424,winnica,Tel: 16 631-80-33,bslubaczow.pl
point-24351,Bank Spółdzielczy w Obszy,Obsza 34A,23-413 Obsza,1424,winnica,Tel: 84 689-10-06,bsobsza.pl
point-24521,Bank Spółdzielczy w Radymnie,ul. Złota Góra 25,37-550 Radymno,1424,winnica,Tel: 16 628-10-26,bsradymno.pl
point-26913,Bank Spółdzielczy w Żurawicy Oddział w Orłach,ul. Krakowska 3,37-716 Orły,1424,winnica,Tel: 16 671-26-95,bszurawica.pl
point-25793,Bank Spółdzielczy w Jarosławiu Punkt Obsługi Klienta w Zapałowie,Zapałów 141,37-544 Zapałów,1424,winnica,Tel: 16 628-61-30,bsjaroslaw.pl
point-26503,Bank Spółdzielczy w Radymnie Punkt Kasowy w Radymnie,ul. Rynek 8,37-550 Radymno,1424,winnica,Tel: 16 628-11-52,bsradymno.pl
point-25674,Bank Spółdzielczy w Dynowie II Filia Przemyśl,ul. Mickiewicza 28,37-700 Przemyśl,1424,winnica,Tel: 16 648-30-84,bsdynow.pl
point-26050,Bank Spółdzielczy w Leśniowicach Oddział w Woli Uhruskiej,ul. Szkolna 6,22-230 Wola Uhruska,1424,winnica,Tel: 82 591-50-15,bslesniowice.pl
point-26917,Bank Spółdzielczy w Żurawicy SPK w Przemyślu,ul. Rejtana 2,37-700 Przemyśl,1424,winnica,Tel: 16 676-87-01,bszurawica.pl
point-25664,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta nr 2  Przemyśl,Plac Legionów 1,37-700 Przemyśl,1424,winnica,Tel: 16 676-02-35,bsdynow.pl
point-24203,Bank Spółdzielczy w Łukowej,Łukowa 547,23-412 Łukowa,1424,winnica,Tel: 84 687-44-00,bslukowa.pl
point-25662,Bank Spółdzielczy w Dynowie Filia Fredropol,Fredropol 15/2,37-734 Fredropol,1424,winnica,Tel: 16 671-98-91,bsdynow.pl
point-25995,Bank Spółdzielczy w Krasnymstawie Oddział w Siennicy Różanej,Siennica Różana 259c,22-304 Siennica Różana,1424,winnica,Tel: 82 575-92-15,bskrasnystaw.pl
point-25663,Bank Spółdzielczy w Dynowie I Filia Przemyśl,ul. Grunwaldzka 97,37-700 Przemyśl,1424,winnica,Tel: 16 677-02-10,bsdynow.pl
point-25767,Bank Spółdzielczy w Izbicy Oddział w Starym Zamościu,Stary Zamość,22-417 Stary Zamość,1424,winnica,Tel: 84 616-32-27,bsizbica.pl
point-26956,Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych Punkt Obsługi Klienta w Lutowiskach,Lutowiska 14,38-713 Lutowiska,1424,winnica,Tel: 13 461-01-76,bbsustrzyki.pl
point-26957,Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych Punkt Obsługi Klienta w Czarnej,Czarna 80,38-710 Czarna,1424,winnica,Tel: 13 461-90-16,bbsustrzyki.pl
point-26911,Bank Spółdzielczy w Żurawicy SPK w Maćkowicach,Maćkowice 5,37-713 Maćkowice,1424,winnica,Tel: 16 677-07-90,bszurawica.pl
point-23784,Bank Spółdzielczy w Izbicy,ul. Lubelska 125A,22-375 Izbica,1424,winnica,Tel: 84 618-30-13,bsizbica.pl
point-25777,Bank Spółdzielczy w Izbicy Oddział w Izbicy,ul. Lubelska 125A,22-375 Izbica,1424,winnica,Tel: 84 618 30 13,bsizbica.pl
point-25610,Bank Spółdzielczy w Chłopicach Punkt Kasowy w Łowcach,Łowce 102,37-554 Łowce,1424,winnica,Tel: 16 624-00-44,bschlopice.pl
point-25778,Bank Spółdzielczy w Izbicy Filia w Izbicy,ul. Gminna 2,22-375 Izbica,1424,winnica,Tel: 84 611 13 00,bsizbica.pl
point-27078,Powiatowy Bank Spółdzielczy w Zamościu Oddział w Zwierzyńcu,ul. Rynek 2B,22-470 Zwierzyniec,1424,winnica,Tel: 84 687-20-25,pbs.zamosc.pl
point-26185,Bank Spółdzielczy w Łukowej Filia w Chmielku,Chmielek 211,23-412 Łukowa,1424,winnica,Tel: 84 685-50-02,bslukowa.pl
point-25785,Bank Spółdzielczy w Jarosławiu Oddział w Wiązownicy,ul. Jarosławska 55,37-522 Wiązownica,1424,winnica,Tel: 16 622-36-25,bsjaroslaw.pl
point-25575,Bank Spółdzielczy w Biłgoraju Punkt Kasowy w Aleksandrowie,Aleksandrów 388,23-408 Aleksandrów,1424,winnica,Tel: 84 687-51-55,bsbilgoraj.pl
point-25970,Lubelski Bank Spółdzielczy Filia w Aleksandrowie,Aleksandrów 380,23-408 Aleksandrów,1424,winnica,Tel: 84 687-53-96,lubelskibs.pl
point-27132,Spółdzielczy Bank Powiatowy w Piaskach Oddział Sawin,ul. Rynek 6,22-107 Sawin,1424,winnica,Tel: 82 567-30-13,sbppiaski.pl
point-25638,Bank Spółdzielczy w Cycowie Oddział w Rejowcu,ul. Mikołaja Reja 1a,22-360 Rejowiec,1424,winnica,Tel: 82 568-86-13,bscycow.pl
point-25671,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta  Krasiczyn,Krasiczyn 177,37-741 Krasiczyn,1424,winnica,Tel: 16 671-83-51,bsdynow.pl
point-24010,Bank Spółdzielczy w Krasnymstawie,ul. Mostowa 25,22-300 Krasnystaw,1424,winnica,Tel: 82 576-17-18,bskrasnystaw.pl
point-26005,Bank Spółdzielczy w Krasnymstawie Oddział w Krasnymstawie,ul. Mostowa 25,22-300 Krasnystaw,1424,winnica,Tel: 82 576-37-35,bskrasnystaw.pl
point-26003,Bank Spółdzielczy w Krasnymstawie Punkt Kasowy w Siennicy Nadolnej,Siennica Nadolna,22-302 Siennica Nadolna,1424,winnica,Tel: 82 576-06-31,bskrasnystaw.pl
point-25999,Bank Spółdzielczy w Krasnymstawie Filia w Krasnymstawie,Plac 3 Maja 29,22-300 Krasnystaw,1424,winnica,Tel: 82 576-54-36,bskrasnystaw.pl
point-25773,"Bank Spółdzielczy w Izbicy Filia nr 1 ""Pocztowa"" w Krasnymstawie",ul. Pocztowa 2,22-300 Krasnystaw,1424,winnica,Tel: 82 576-32-04,bsizbica.pl
point-21816,Bank Spółdzielczy w Chłopicach,Chłopice 192,37-561 Chłopice,1424,winnica,Tel: 16 622-24-25,bschlopice.pl
