id,name,position,value,club,club_abr,club_prev,country,popularity,points_prev,status,round,opponent,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,in_stat,yellow_card,red_card,points
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,1,POG,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,2,POD,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,3,STM,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,4,ZAG,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,5,RCZ,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,6,SLA,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,7,PIA,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,8,LPO,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,9,JAG,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,10,LEG,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,11,WPL,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,12,WIS,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,13,GOR,0,0,0,0,0,0,0,0,0,0.0,0,0,0
4,Filip Majchrowicz, Bramkarz,,Cracovia,CRA,MKS Polonia Warszawa,Polska,4, 0,,14,LGD,0,0,0,0,0,0,0,0,0,0.0,0,0,0
